" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Norway,2013,28,66447,34027,32420,1.3,1.3,1.3,105.0
"Custom Region",Norway,2013,29,66479,34100,32379,1.3,1.3,1.3,105.3
"Custom Region",Norway,2013,30,67116,34574,32542,1.3,1.4,1.3,106.2
"Custom Region",Norway,2013,31,67243,34581,32662,1.3,1.4,1.3,105.9
"Custom Region",Norway,2013,32,66711,34409,32302,1.3,1.3,1.3,106.5
"Custom Region",Norway,2013,33,66461,34454,32007,1.3,1.3,1.3,107.6
"Custom Region",Norway,2013,34,66258,34405,31853,1.3,1.3,1.3,108.0
"Custom Region",Norway,2013,35,65254,33848,31406,1.3,1.3,1.2,107.8
"Custom Region",Norway,2013,36,65318,33728,31590,1.3,1.3,1.2,106.8
"Custom Region",Norway,2013,37,67240,34616,32624,1.3,1.4,1.3,106.1
"Custom Region",Norway,2013,38,69698,35688,34010,1.4,1.4,1.3,104.9
"Custom Region",Norway,2013,39,71789,36796,34993,1.4,1.4,1.4,105.2
"Custom Region",Norway,2013,40,73426,37705,35721,1.4,1.5,1.4,105.6
"Custom Region",Norway,2013,41,74503,38099,36404,1.5,1.5,1.4,104.7
"Custom Region",Norway,2013,42,74229,37893,36336,1.5,1.5,1.4,104.3
"Custom Region",Norway,2013,43,74911,38312,36599,1.5,1.5,1.4,104.7
"Custom Region",Norway,2013,44,75878,38877,37001,1.5,1.5,1.5,105.1
"Custom Region",Norway,2013,45,74521,38148,36373,1.5,1.5,1.4,104.9
"Custom Region",Norway,2013,46,73379,37621,35758,1.4,1.5,1.4,105.2
"Custom Region",Norway,2013,47,72777,37494,35283,1.4,1.5,1.4,106.3
"Custom Region",Norway,2013,48,71676,36934,34742,1.4,1.4,1.4,106.3
"Custom Region",Norway,2013,49,69887,35846,34041,1.4,1.4,1.3,105.3
"Custom Region",Norway,2013,50,67592,34595,32997,1.3,1.4,1.3,104.8
"Custom Region",Norway,2013,51,66282,33981,32301,1.3,1.3,1.3,105.2
"Custom Region",Norway,2013,52,65269,33343,31926,1.3,1.3,1.3,104.4
"Custom Region",Norway,2013,53,65026,33255,31771,1.3,1.3,1.3,104.7
"Custom Region",Norway,2013,54,64731,33046,31685,1.3,1.3,1.3,104.3
"Custom Region",Norway,2013,55,63801,32446,31355,1.3,1.3,1.2,103.5
"Custom Region",Norway,2013,56,63273,32023,31250,1.2,1.3,1.2,102.5
"Custom Region",Norway,2013,57,62846,31791,31055,1.2,1.2,1.2,102.4
"Custom Region",Norway,2013,58,61335,30992,30343,1.2,1.2,1.2,102.1
"Custom Region",Norway,2013,59,60312,30364,29948,1.2,1.2,1.2,101.4
"Custom Region",Norway,2013,60,59392,29968,29424,1.2,1.2,1.2,101.8
"Custom Region",Norway,2013,61,57394,29129,28265,1.1,1.1,1.1,103.1
"Custom Region",Norway,2013,62,56375,28598,27777,1.1,1.1,1.1,103.0
"Custom Region",Norway,2013,63,56711,28609,28102,1.1,1.1,1.1,101.8
"Custom Region",Norway,2013,64,56966,28782,28184,1.1,1.1,1.1,102.1
"Custom Region",Norway,2013,65,57658,28968,28690,1.1,1.1,1.1,101.0
"Custom Region",Norway,2013,66,58912,29449,29463,1.2,1.2,1.2,100.0
"Custom Region",Norway,2013,67,56307,28010,28297,1.1,1.1,1.1,99.0
"Custom Region",Norway,2013,68,51647,25652,25995,1.0,1.0,1.0,98.7
"Custom Region",Norway,2013,69,47194,23315,23879,0.9,0.9,0.9,97.6
"Custom Region",Norway,2013,70,42061,20554,21507,0.8,0.8,0.8,95.6
"Custom Region",Norway,2013,71,37212,17946,19266,0.7,0.7,0.8,93.1
"Custom Region",Norway,2013,72,34712,16644,18068,0.7,0.7,0.7,92.1
"Custom Region",Norway,2013,73,34163,16222,17941,0.7,0.6,0.7,90.4
"Custom Region",Norway,2013,74,32256,15068,17188,0.6,0.6,0.7,87.7
"Custom Region",Norway,2013,75,30177,13918,16259,0.6,0.5,0.6,85.6
"Custom Region",Norway,2013,76,28185,12875,15310,0.6,0.5,0.6,84.1
"Custom Region",Norway,2013,77,26419,11875,14544,0.5,0.5,0.6,81.6
"Custom Region",Norway,2013,78,24963,11012,13951,0.5,0.4,0.6,78.9
"Custom Region",Norway,2013,79,23963,10579,13384,0.5,0.4,0.5,79.0
"Custom Region",Norway,2013,80,23608,10187,13421,0.5,0.4,0.5,75.9
"Custom Region",Norway,2013,81,23055,9728,13327,0.5,0.4,0.5,73.0
"Custom Region",Norway,2013,82,21763,8939,12824,0.4,0.3,0.5,69.7
"Custom Region",Norway,2013,83,20373,8231,12142,0.4,0.3,0.5,67.8
"Custom Region",Norway,2013,84,18629,7256,11373,0.4,0.3,0.4,63.8
"Custom Region",Norway,2013,85-89,71844,25370,46474,1.4,1.0,1.8,54.6
"Custom Region",Norway,2013,90-94,34225,9879,24346,0.7,0.4,1.0,40.6
"Custom Region",Norway,2013,95-99,8194,1878,6316,0.2,0.1,0.2,29.7
"Custom Region",Norway,2013,100+,1039,192,847,0.0,0.0,0.0,22.7
