" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Canada,2011,Total,34030589,16885704,17144885,100.0,100.0,100.0,98.5
"Custom Region",Canada,2011,0,347905,178582,169323,1.0,1.1,1.0,105.5
"Custom Region",Canada,2011,1,347367,178151,169216,1.0,1.1,1.0,105.3
"Custom Region",Canada,2011,2,346980,177800,169180,1.0,1.1,1.0,105.1
"Custom Region",Canada,2011,3,346851,177584,169267,1.0,1.1,1.0,104.9
"Custom Region",Canada,2011,4,347040,177532,169508,1.0,1.1,1.0,104.7
"Custom Region",Canada,2011,5,348248,178128,170120,1.0,1.1,1.0,104.7
"Custom Region",Canada,2011,6,350569,179433,171136,1.0,1.1,1.0,104.8
"Custom Region",Canada,2011,7,352119,180087,172032,1.0,1.1,1.0,104.7
"Custom Region",Canada,2011,8,350441,179300,171141,1.0,1.1,1.0,104.8
"Custom Region",Canada,2011,9,352189,180399,171790,1.0,1.1,1.0,105.0
"Custom Region",Canada,2011,10,355071,182014,173057,1.0,1.1,1.0,105.2
"Custom Region",Canada,2011,11,361151,185404,175747,1.1,1.1,1.0,105.5
"Custom Region",Canada,2011,12,372268,191215,181053,1.1,1.1,1.1,105.6
"Custom Region",Canada,2011,13,370495,190429,180066,1.1,1.1,1.1,105.8
"Custom Region",Canada,2011,14,390385,200679,189706,1.1,1.2,1.1,105.8
"Custom Region",Canada,2011,15,419556,215541,204015,1.2,1.3,1.2,105.6
"Custom Region",Canada,2011,16,428971,220596,208375,1.3,1.3,1.2,105.9
"Custom Region",Canada,2011,17,438911,225925,212986,1.3,1.3,1.2,106.1
"Custom Region",Canada,2011,18,450450,231322,219128,1.3,1.4,1.3,105.6
"Custom Region",Canada,2011,19,467181,239525,227656,1.4,1.4,1.3,105.2
"Custom Region",Canada,2011,20,468749,240804,227945,1.4,1.4,1.3,105.6
"Custom Region",Canada,2011,21,470485,241570,228915,1.4,1.4,1.3,105.5
"Custom Region",Canada,2011,22,454260,233542,220718,1.3,1.4,1.3,105.8
"Custom Region",Canada,2011,23,445273,228977,216296,1.3,1.4,1.3,105.9
"Custom Region",Canada,2011,24,450494,231818,218676,1.3,1.4,1.3,106.0
"Custom Region",Canada,2011,25,459299,236133,223166,1.3,1.4,1.3,105.8
"Custom Region",Canada,2011,26,461511,236969,224542,1.4,1.4,1.3,105.5
"Custom Region",Canada,2011,27,459731,235501,224230,1.4,1.4,1.3,105.0
"Custom Region",Canada,2011,28,458425,234367,224058,1.3,1.4,1.3,104.6
"Custom Region",Canada,2011,29,460106,234890,225216,1.4,1.4,1.3,104.3
"Custom Region",Canada,2011,30,460129,234410,225719,1.4,1.4,1.3,103.9
"Custom Region",Canada,2011,31,455583,232853,222730,1.3,1.4,1.3,104.5
"Custom Region",Canada,2011,32,445995,227996,217999,1.3,1.4,1.3,104.6
"Custom Region",Canada,2011,33,440097,224925,215172,1.3,1.3,1.3,104.5
"Custom Region",Canada,2011,34,441378,224794,216584,1.3,1.3,1.3,103.8
"Custom Region",Canada,2011,35,444206,226489,217717,1.3,1.3,1.3,104.0
"Custom Region",Canada,2011,36,442709,225633,217076,1.3,1.3,1.3,103.9
"Custom Region",Canada,2011,37,429862,218324,211538,1.3,1.3,1.2,103.2
"Custom Region",Canada,2011,38,432801,219946,212855,1.3,1.3,1.2,103.3
"Custom Region",Canada,2011,39,439770,223184,216586,1.3,1.3,1.3,103.0
"Custom Region",Canada,2011,40,457891,230973,226918,1.3,1.4,1.3,101.8
"Custom Region",Canada,2011,41,460886,232307,228579,1.4,1.4,1.3,101.6
"Custom Region",Canada,2011,42,458016,229621,228395,1.3,1.4,1.3,100.5
"Custom Region",Canada,2011,43,460222,229971,230251,1.4,1.4,1.3,99.9
"Custom Region",Canada,2011,44,471589,235028,236561,1.4,1.4,1.4,99.4
"Custom Region",Canada,2011,45,495966,247831,248135,1.5,1.5,1.4,99.9
"Custom Region",Canada,2011,46,530617,266011,264606,1.6,1.6,1.5,100.5
"Custom Region",Canada,2011,47,545635,274647,270988,1.6,1.6,1.6,101.4
"Custom Region",Canada,2011,48,552995,278544,274451,1.6,1.6,1.6,101.5
"Custom Region",Canada,2011,49,546623,275840,270783,1.6,1.6,1.6,101.9
"Custom Region",Canada,2011,50,551306,278014,273292,1.6,1.6,1.6,101.7
"Custom Region",Canada,2011,51,542870,273097,269773,1.6,1.6,1.6,101.2
"Custom Region",Canada,2011,52,531000,266516,264484,1.6,1.6,1.5,100.8
"Custom Region",Canada,2011,53,525095,263262,261833,1.5,1.6,1.5,100.5
"Custom Region",Canada,2011,54,513925,256184,257741,1.5,1.5,1.5,99.4
"Custom Region",Canada,2011,55,493854,245621,248233,1.5,1.5,1.4,98.9
"Custom Region",Canada,2011,56,489825,242851,246974,1.4,1.4,1.4,98.3
"Custom Region",Canada,2011,57,473028,233658,239370,1.4,1.4,1.4,97.6
"Custom Region",Canada,2011,58,453607,223748,229859,1.3,1.3,1.3,97.3
"Custom Region",Canada,2011,59,439418,217803,221615,1.3,1.3,1.3,98.3
"Custom Region",Canada,2011,60,430962,213705,217257,1.3,1.3,1.3,98.4
"Custom Region",Canada,2011,61,420690,209099,211591,1.2,1.2,1.2,98.8
"Custom Region",Canada,2011,62,411926,204015,207911,1.2,1.2,1.2,98.1
"Custom Region",Canada,2011,63,406849,202150,204699,1.2,1.2,1.2,98.8
"Custom Region",Canada,2011,64,403856,200081,203775,1.2,1.2,1.2,98.2
"Custom Region",Canada,2011,65,350284,173305,176979,1.0,1.0,1.0,97.9
"Custom Region",Canada,2011,66,326027,160496,165531,1.0,1.0,1.0,97.0
"Custom Region",Canada,2011,67,314906,153657,161249,0.9,0.9,0.9,95.3
"Custom Region",Canada,2011,68,303755,147293,156462,0.9,0.9,0.9,94.1
"Custom Region",Canada,2011,69,282147,135602,146545,0.8,0.8,0.9,92.5
"Custom Region",Canada,2011,70,269783,128304,141479,0.8,0.8,0.8,90.7
"Custom Region",Canada,2011,71,252905,119418,133487,0.7,0.7,0.8,89.5
"Custom Region",Canada,2011,72,243651,113928,129723,0.7,0.7,0.8,87.8
"Custom Region",Canada,2011,73,232353,107749,124604,0.7,0.6,0.7,86.5
"Custom Region",Canada,2011,74,223052,101989,121063,0.7,0.6,0.7,84.2
"Custom Region",Canada,2011,75,219548,99336,120212,0.6,0.6,0.7,82.6
"Custom Region",Canada,2011,76,209341,93648,115693,0.6,0.6,0.7,80.9
"Custom Region",Canada,2011,77,198771,88161,110610,0.6,0.5,0.6,79.7
"Custom Region",Canada,2011,78,195075,85217,109858,0.6,0.5,0.6,77.6
"Custom Region",Canada,2011,79,188209,81173,107036,0.6,0.5,0.6,75.8
