" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",India,2011,21,21196207,11125034,10071173,1.8,1.8,1.8,110.5
"Custom Region",India,2011,22,21022756,11004356,10018400,1.8,1.8,1.8,109.8
"Custom Region",India,2011,23,20832969,10888958,9944011,1.8,1.8,1.7,109.5
"Custom Region",India,2011,24,20624103,10768279,9855824,1.7,1.7,1.7,109.3
"Custom Region",India,2011,25,20397877,10637572,9760305,1.7,1.7,1.7,109.0
"Custom Region",India,2011,26,20160371,10499392,9660979,1.7,1.7,1.7,108.7
"Custom Region",India,2011,27,19915770,10359331,9556439,1.7,1.7,1.7,108.4
"Custom Region",India,2011,28,19665247,10217496,9447751,1.7,1.7,1.7,108.1
"Custom Region",India,2011,29,19409732,10073981,9335751,1.6,1.6,1.6,107.9
"Custom Region",India,2011,30,19150144,9928633,9221511,1.6,1.6,1.6,107.7
"Custom Region",India,2011,31,18887308,9781709,9105599,1.6,1.6,1.6,107.4
"Custom Region",India,2011,32,18622215,9633853,8988362,1.6,1.6,1.6,107.2
"Custom Region",India,2011,33,18355526,9485109,8870417,1.5,1.5,1.6,106.9
"Custom Region",India,2011,34,18087541,9335261,8752280,1.5,1.5,1.5,106.7
"Custom Region",India,2011,35,17819749,9184683,8635066,1.5,1.5,1.5,106.4
"Custom Region",India,2011,36,17552711,9033366,8519345,1.5,1.5,1.5,106.0
"Custom Region",India,2011,37,17285694,8881128,8404566,1.5,1.4,1.5,105.7
"Custom Region",India,2011,38,17018775,8728573,8290202,1.4,1.4,1.4,105.3
"Custom Region",India,2011,39,16758279,8579472,8178807,1.4,1.4,1.4,104.9
"Custom Region",India,2011,40,16364449,8368956,7995493,1.4,1.4,1.4,104.7
"Custom Region",India,2011,41,15843439,8100129,7743310,1.3,1.3,1.4,104.6
"Custom Region",India,2011,42,15339890,7840430,7499460,1.3,1.3,1.3,104.5
"Custom Region",India,2011,43,14848483,7586976,7261507,1.2,1.2,1.3,104.5
"Custom Region",India,2011,44,14368620,7339188,7029432,1.2,1.2,1.2,104.4
"Custom Region",India,2011,45,13899455,7096520,6802935,1.2,1.2,1.2,104.3
"Custom Region",India,2011,46,13440220,6858642,6581578,1.1,1.1,1.2,104.2
"Custom Region",India,2011,47,12989816,6625144,6364672,1.1,1.1,1.1,104.1
"Custom Region",India,2011,48,12547296,6395674,6151622,1.1,1.0,1.1,104.0
"Custom Region",India,2011,49,12112432,6170289,5942143,1.0,1.0,1.0,103.8
"Custom Region",India,2011,50,11684979,5948920,5736059,1.0,1.0,1.0,103.7
"Custom Region",India,2011,51,11264337,5731161,5533176,0.9,0.9,1.0,103.6
"Custom Region",India,2011,52,10849628,5516531,5333097,0.9,0.9,0.9,103.4
"Custom Region",India,2011,53,10439716,5304392,5135324,0.9,0.9,0.9,103.3
"Custom Region",India,2011,54,10033443,5094081,4939362,0.8,0.8,0.9,103.1
"Custom Region",India,2011,55,9629975,4885140,4744835,0.8,0.8,0.8,103.0
"Custom Region",India,2011,56,9228986,4677380,4551606,0.8,0.8,0.8,102.8
"Custom Region",India,2011,57,8830669,4470790,4359879,0.7,0.7,0.8,102.5
"Custom Region",India,2011,58,8435919,4265651,4170268,0.7,0.7,0.7,102.3
"Custom Region",India,2011,59,8045184,4062049,3983135,0.7,0.7,0.7,102.0
"Custom Region",India,2011,60,7668273,3864706,3803567,0.6,0.6,0.7,101.6
"Custom Region",India,2011,61,7292183,3666654,3625529,0.6,0.6,0.6,101.1
"Custom Region",India,2011,62,6952560,3485514,3467046,0.6,0.6,0.6,100.5
"Custom Region",India,2011,63,6614165,3304881,3309284,0.6,0.5,0.6,99.9
"Custom Region",India,2011,64,6280726,3127077,3153649,0.5,0.5,0.6,99.2
"Custom Region",India,2011,65,5951869,2952223,2999646,0.5,0.5,0.5,98.4
"Custom Region",India,2011,66,5627098,2780216,2846882,0.5,0.5,0.5,97.7
"Custom Region",India,2011,67,5305961,2610836,2695125,0.4,0.4,0.5,96.9
"Custom Region",India,2011,68,4987740,2443626,2544114,0.4,0.4,0.4,96.1
"Custom Region",India,2011,69,4671752,2278139,2393613,0.4,0.4,0.4,95.2
"Custom Region",India,2011,70,4357811,2114250,2243561,0.4,0.3,0.4,94.2
"Custom Region",India,2011,71,4046359,1952285,2094074,0.3,0.3,0.4,93.2
"Custom Region",India,2011,72,3738246,1792807,1945439,0.3,0.3,0.3,92.2
"Custom Region",India,2011,73,3434670,1636591,1798079,0.3,0.3,0.3,91.0
"Custom Region",India,2011,74,3137026,1484497,1652529,0.3,0.2,0.3,89.8
"Custom Region",India,2011,75,2846673,1337305,1509368,0.2,0.2,0.3,88.6
"Custom Region",India,2011,76,2564817,1195625,1369192,0.2,0.2,0.2,87.3
"Custom Region",India,2011,77,2292547,1059971,1232576,0.2,0.2,0.2,86.0
"Custom Region",India,2011,78,2030883,930798,1100085,0.2,0.2,0.2,84.6
"Custom Region",India,2011,79,1780924,808574,972350,0.1,0.1,0.2,83.2
"Custom Region",India,2011,80,1542358,692962,849396,0.1,0.1,0.1,81.6
"Custom Region",India,2011,81,1317598,585092,732506,0.1,0.1,0.1,79.9
"Custom Region",India,2011,82,1110558,486970,623588,0.1,0.1,0.1,78.1
"Custom Region",India,2011,83,922513,399087,523426,0.1,0.1,0.1,76.2
"Custom Region",India,2011,84,754365,321672,432693,0.1,0.1,0.1,74.3
"Custom Region",India,2011,85-89,1946447,797108,1149339,0.2,0.1,0.2,69.4
"Custom Region",India,2011,90-94,412637,154135,258502,0.0,0.0,0.0,59.6
"Custom Region",India,2011,95-99,46427,15647,30780,0.0,0.0,0.0,50.8
"Custom Region",India,2011,100+,2524,774,1750,0.0,0.0,0.0,44.2
