" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",UnitedStates,1995,Total,266278393,130215371,136063022,100.0,100.0,100.0,95.7
"Custom Region",UnitedStates,1995,0,3791386,1941251,1850135,1.4,1.5,1.4,104.9
"Custom Region",UnitedStates,1995,1,3832267,1960718,1871549,1.4,1.5,1.4,104.8
"Custom Region",UnitedStates,1995,2,3896142,1996498,1899644,1.5,1.5,1.4,105.1
"Custom Region",UnitedStates,1995,3,4003956,2046406,1957550,1.5,1.6,1.4,104.5
"Custom Region",UnitedStates,1995,4,4102754,2099595,2003159,1.5,1.6,1.5,104.8
"Custom Region",UnitedStates,1995,5,4080906,2090592,1990314,1.5,1.6,1.5,105.0
"Custom Region",UnitedStates,1995,6,3918857,2006141,1912716,1.5,1.5,1.4,104.9
"Custom Region",UnitedStates,1995,7,3851996,1970356,1881640,1.4,1.5,1.4,104.7
"Custom Region",UnitedStates,1995,8,3724335,1906327,1818008,1.4,1.5,1.3,104.9
"Custom Region",UnitedStates,1995,9,3862077,1979726,1882351,1.5,1.5,1.4,105.2
"Custom Region",UnitedStates,1995,10,3900144,1999592,1900552,1.5,1.5,1.4,105.2
"Custom Region",UnitedStates,1995,11,3757198,1924225,1832973,1.4,1.5,1.3,105.0
"Custom Region",UnitedStates,1995,12,3854253,1973427,1880826,1.4,1.5,1.4,104.9
"Custom Region",UnitedStates,1995,13,3875030,1983604,1891426,1.5,1.5,1.4,104.9
"Custom Region",UnitedStates,1995,14,3820424,1959992,1860432,1.4,1.5,1.4,105.4
"Custom Region",UnitedStates,1995,15,3864742,1986340,1878402,1.5,1.5,1.4,105.7
"Custom Region",UnitedStates,1995,16,3695963,1905324,1790639,1.4,1.5,1.3,106.4
"Custom Region",UnitedStates,1995,17,3631592,1876684,1754908,1.4,1.4,1.3,106.9
"Custom Region",UnitedStates,1995,18,3598495,1846188,1752307,1.4,1.4,1.3,105.4
"Custom Region",UnitedStates,1995,19,3583206,1830331,1752875,1.3,1.4,1.3,104.4
"Custom Region",UnitedStates,1995,20,3620771,1852175,1768596,1.4,1.4,1.3,104.7
"Custom Region",UnitedStates,1995,21,3482672,1779379,1703293,1.3,1.4,1.3,104.5
"Custom Region",UnitedStates,1995,22,3491866,1779367,1712499,1.3,1.4,1.3,103.9
"Custom Region",UnitedStates,1995,23,3687003,1873102,1813901,1.4,1.4,1.3,103.3
"Custom Region",UnitedStates,1995,24,4017902,2030258,1987644,1.5,1.6,1.5,102.1
"Custom Region",UnitedStates,1995,25,4037151,2041170,1995981,1.5,1.6,1.5,102.3
"Custom Region",UnitedStates,1995,26,3872102,1949869,1922233,1.5,1.5,1.4,101.4
"Custom Region",UnitedStates,1995,27,3860540,1944150,1916390,1.4,1.5,1.4,101.4
"Custom Region",UnitedStates,1995,28,3814487,1916090,1898397,1.4,1.5,1.4,100.9
"Custom Region",UnitedStates,1995,29,4095656,2056054,2039602,1.5,1.6,1.5,100.8
"Custom Region",UnitedStates,1995,30,4370579,2197852,2172727,1.6,1.7,1.6,101.2
"Custom Region",UnitedStates,1995,31,4376542,2193942,2182600,1.6,1.7,1.6,100.5
"Custom Region",UnitedStates,1995,32,4477611,2243230,2234381,1.7,1.7,1.6,100.4
"Custom Region",UnitedStates,1995,33,4515205,2257863,2257342,1.7,1.7,1.7,100.0
"Custom Region",UnitedStates,1995,34,4632250,2321011,2311239,1.7,1.8,1.7,100.4
"Custom Region",UnitedStates,1995,35,4693270,2352307,2340963,1.8,1.8,1.7,100.5
"Custom Region",UnitedStates,1995,36,4509835,2243265,2266570,1.7,1.7,1.7,99.0
"Custom Region",UnitedStates,1995,37,4516778,2247663,2269115,1.7,1.7,1.7,99.1
"Custom Region",UnitedStates,1995,38,4353674,2163642,2190032,1.6,1.7,1.6,98.8
"Custom Region",UnitedStates,1995,39,4418063,2192676,2225387,1.7,1.7,1.6,98.5
"Custom Region",UnitedStates,1995,40,4380551,2177170,2203381,1.6,1.7,1.6,98.8
"Custom Region",UnitedStates,1995,41,4112101,2029788,2082313,1.5,1.6,1.5,97.5
"Custom Region",UnitedStates,1995,42,4023082,1986032,2037050,1.5,1.5,1.5,97.5
"Custom Region",UnitedStates,1995,43,3903382,1919799,1983583,1.5,1.5,1.5,96.8
"Custom Region",UnitedStates,1995,44,3800032,1876617,1923415,1.4,1.4,1.4,97.6
"Custom Region",UnitedStates,1995,45,3782323,1867300,1915023,1.4,1.4,1.4,97.5
"Custom Region",UnitedStates,1995,46,3593186,1763361,1829825,1.3,1.4,1.3,96.4
"Custom Region",UnitedStates,1995,47,3612375,1771790,1840585,1.4,1.4,1.4,96.3
"Custom Region",UnitedStates,1995,48,3758611,1846499,1912112,1.4,1.4,1.4,96.6
"Custom Region",UnitedStates,1995,49,2877246,1409053,1468193,1.1,1.1,1.1,96.0
"Custom Region",UnitedStates,1995,50,2942507,1440707,1501800,1.1,1.1,1.1,95.9
"Custom Region",UnitedStates,1995,51,2829519,1380295,1449224,1.1,1.1,1.1,95.2
"Custom Region",UnitedStates,1995,52,2978860,1454602,1524258,1.1,1.1,1.1,95.4
"Custom Region",UnitedStates,1995,53,2596862,1261232,1335630,1.0,1.0,1.0,94.4
"Custom Region",UnitedStates,1995,54,2508750,1218759,1289991,0.9,0.9,0.9,94.5
"Custom Region",UnitedStates,1995,55,2361284,1142664,1218620,0.9,0.9,0.9,93.8
"Custom Region",UnitedStates,1995,56,2315629,1116384,1199245,0.9,0.9,0.9,93.1
"Custom Region",UnitedStates,1995,57,2280292,1095730,1184562,0.9,0.8,0.9,92.5
"Custom Region",UnitedStates,1995,58,2092492,1003363,1089129,0.8,0.8,0.8,92.1
"Custom Region",UnitedStates,1995,59,2132601,1020155,1112446,0.8,0.8,0.8,91.7
"Custom Region",UnitedStates,1995,60,2150767,1022006,1128761,0.8,0.8,0.8,90.5
"Custom Region",UnitedStates,1995,61,1950471,927655,1022816,0.7,0.7,0.8,90.7
"Custom Region",UnitedStates,1995,62,1963833,926557,1037276,0.7,0.7,0.8,89.3
"Custom Region",UnitedStates,1995,63,1986464,932984,1053480,0.7,0.7,0.8,88.6
"Custom Region",UnitedStates,1995,64,2086189,971175,1115014,0.8,0.7,0.8,87.1
"Custom Region",UnitedStates,1995,65,2066151,960654,1105497,0.8,0.7,0.8,86.9
"Custom Region",UnitedStates,1995,66,2020906,928038,1092868,0.8,0.7,0.8,84.9
"Custom Region",UnitedStates,1995,67,2063478,941488,1121990,0.8,0.7,0.8,83.9
"Custom Region",UnitedStates,1995,68,1932993,869620,1063373,0.7,0.7,0.8,81.8
"Custom Region",UnitedStates,1995,69,1892957,839691,1053266,0.7,0.6,0.8,79.7
"Custom Region",UnitedStates,1995,70,1897621,832194,1065427,0.7,0.6,0.8,78.1
"Custom Region",UnitedStates,1995,71,1814445,794811,1019634,0.7,0.6,0.7,78.0
"Custom Region",UnitedStates,1995,72,1751194,760959,990235,0.7,0.6,0.7,76.8
"Custom Region",UnitedStates,1995,73,1743526,751535,991991,0.7,0.6,0.7,75.8
"Custom Region",UnitedStates,1995,74,1682817,716167,966650,0.6,0.5,0.7,74.1
"Custom Region",UnitedStates,1995,75,1533755,640175,893580,0.6,0.5,0.7,71.6
"Custom Region",UnitedStates,1995,76,1424436,585480,838956,0.5,0.4,0.6,69.8
"Custom Region",UnitedStates,1995,77,1321703,531555,790148,0.5,0.4,0.6,67.3
"Custom Region",UnitedStates,1995,78,1251908,494639,757269,0.5,0.4,0.6,65.3
"Custom Region",UnitedStates,1995,79,1176080,454108,721972,0.4,0.3,0.5,62.9
"Custom Region",UnitedStates,1995,80,1102979,414135,688844,0.4,0.3,0.5,60.1
"Custom Region",UnitedStates,1995,81,984170,359712,624458,0.4,0.3,0.5,57.6
"Custom Region",UnitedStates,1995,82,909983,324187,585796,0.3,0.2,0.4,55.3
"Custom Region",UnitedStates,1995,83,800876,276086,524790,0.3,0.2,0.4,52.6
"Custom Region",UnitedStates,1995,84,716604,236492,480112,0.3,0.2,0.4,49.3
"Custom Region",UnitedStates,1995,85-89,2404658,724911,1679747,0.9,0.6,1.2,43.2
"Custom Region",UnitedStates,1995,90-94,994044,244110,749934,0.4,0.2,0.6,32.6
"Custom Region",UnitedStates,1995,95-99,238698,46522,192176,0.1,0.0,0.1,24.2
"Custom Region",UnitedStates,1995,100+,43322,8043,35279,0.0,0.0,0.0,22.8
