" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Canada,2013,23,476154,244820,231334,1.4,1.4,1.3,105.8
"Custom Region",Canada,2013,24,459941,236802,223139,1.3,1.4,1.3,106.1
"Custom Region",Canada,2013,25,451344,232133,219211,1.3,1.4,1.3,105.9
"Custom Region",Canada,2013,26,457326,234754,222572,1.3,1.4,1.3,105.5
"Custom Region",Canada,2013,27,466508,238963,227545,1.3,1.4,1.3,105.0
"Custom Region",Canada,2013,28,468723,239808,228915,1.4,1.4,1.3,104.8
"Custom Region",Canada,2013,29,466939,238343,228596,1.4,1.4,1.3,104.3
"Custom Region",Canada,2013,30,464795,237018,227777,1.3,1.4,1.3,104.1
"Custom Region",Canada,2013,31,464813,237161,227652,1.3,1.4,1.3,104.2
"Custom Region",Canada,2013,32,464003,236487,227516,1.3,1.4,1.3,103.9
"Custom Region",Canada,2013,33,459441,234921,224520,1.3,1.4,1.3,104.6
"Custom Region",Canada,2013,34,449834,230056,219778,1.3,1.3,1.3,104.7
"Custom Region",Canada,2013,35,443835,226851,216984,1.3,1.3,1.2,104.5
"Custom Region",Canada,2013,36,444932,226458,218474,1.3,1.3,1.3,103.7
"Custom Region",Canada,2013,37,447633,228002,219631,1.3,1.3,1.3,103.8
"Custom Region",Canada,2013,38,446088,227121,218967,1.3,1.3,1.3,103.7
"Custom Region",Canada,2013,39,433206,219800,213406,1.3,1.3,1.2,103.0
"Custom Region",Canada,2013,40,436011,221315,214696,1.3,1.3,1.2,103.1
"Custom Region",Canada,2013,41,442760,224369,218391,1.3,1.3,1.3,102.7
"Custom Region",Canada,2013,42,460700,232026,228674,1.3,1.4,1.3,101.5
"Custom Region",Canada,2013,43,463584,233295,230289,1.3,1.4,1.3,101.3
"Custom Region",Canada,2013,44,460603,230543,230060,1.3,1.3,1.3,100.2
"Custom Region",Canada,2013,45,462558,230939,231619,1.3,1.3,1.3,99.7
"Custom Region",Canada,2013,46,473523,236145,237378,1.4,1.4,1.4,99.5
"Custom Region",Canada,2013,47,497519,248905,248614,1.4,1.5,1.4,100.1
"Custom Region",Canada,2013,48,531823,266862,264961,1.5,1.6,1.5,100.7
"Custom Region",Canada,2013,49,546540,275307,271233,1.6,1.6,1.6,101.5
"Custom Region",Canada,2013,50,553070,278603,274467,1.6,1.6,1.6,101.5
"Custom Region",Canada,2013,51,545386,274908,270478,1.6,1.6,1.6,101.6
"Custom Region",Canada,2013,52,549218,276470,272748,1.6,1.6,1.6,101.4
"Custom Region",Canada,2013,53,540511,271391,269120,1.6,1.6,1.5,100.8
"Custom Region",Canada,2013,54,528358,264633,263725,1.5,1.5,1.5,100.3
"Custom Region",Canada,2013,55,522354,261363,260991,1.5,1.5,1.5,100.1
"Custom Region",Canada,2013,56,511361,254494,256867,1.5,1.5,1.5,99.1
"Custom Region",Canada,2013,57,491272,243963,247309,1.4,1.4,1.4,98.6
"Custom Region",Canada,2013,58,486799,240911,245888,1.4,1.4,1.4,98.0
"Custom Region",Canada,2013,59,469665,231501,238164,1.4,1.3,1.4,97.2
"Custom Region",Canada,2013,60,449919,221345,228574,1.3,1.3,1.3,96.8
"Custom Region",Canada,2013,61,435309,215048,220261,1.3,1.3,1.3,97.6
"Custom Region",Canada,2013,62,426334,210577,215757,1.2,1.2,1.2,97.6
"Custom Region",Canada,2013,63,415558,205637,209921,1.2,1.2,1.2,98.0
"Custom Region",Canada,2013,64,406261,200233,206028,1.2,1.2,1.2,97.2
"Custom Region",Canada,2013,65,401613,198323,203290,1.2,1.2,1.2,97.6
"Custom Region",Canada,2013,66,400031,196543,203488,1.2,1.1,1.2,96.6
"Custom Region",Canada,2013,67,347952,170420,177532,1.0,1.0,1.0,96.0
"Custom Region",Canada,2013,68,323545,157557,165988,0.9,0.9,1.0,94.9
"Custom Region",Canada,2013,69,311942,150466,161476,0.9,0.9,0.9,93.2
"Custom Region",Canada,2013,70,300070,143623,156447,0.9,0.8,0.9,91.8
"Custom Region",Canada,2013,71,277881,131486,146395,0.8,0.8,0.8,89.8
"Custom Region",Canada,2013,72,264851,123766,141085,0.8,0.7,0.8,87.7
"Custom Region",Canada,2013,73,247676,114741,132935,0.7,0.7,0.8,86.3
"Custom Region",Canada,2013,74,237835,108961,128874,0.7,0.6,0.7,84.5
"Custom Region",Canada,2013,75,224723,102111,122612,0.7,0.6,0.7,83.3
"Custom Region",Canada,2013,76,212270,95255,117015,0.6,0.6,0.7,81.4
"Custom Region",Canada,2013,77,206549,91708,114841,0.6,0.5,0.7,79.9
"Custom Region",Canada,2013,78,195726,85751,109975,0.6,0.5,0.6,78.0
"Custom Region",Canada,2013,79,184533,79967,104566,0.5,0.5,0.6,76.5
"Custom Region",Canada,2013,80,179899,76680,103219,0.5,0.4,0.6,74.3
"Custom Region",Canada,2013,81,172495,72627,99868,0.5,0.4,0.6,72.7
"Custom Region",Canada,2013,82,163334,67202,96132,0.5,0.4,0.6,69.9
"Custom Region",Canada,2013,83,151985,61327,90658,0.4,0.4,0.5,67.6
"Custom Region",Canada,2013,84,138456,54318,84138,0.4,0.3,0.5,64.6
"Custom Region",Canada,2013,85-89,517839,187113,330726,1.5,1.1,1.9,56.6
"Custom Region",Canada,2013,90-94,246982,77090,169892,0.7,0.4,1.0,45.4
"Custom Region",Canada,2013,95-99,86004,22878,63126,0.2,0.1,0.4,36.2
"Custom Region",Canada,2013,100+,21468,4303,17165,0.1,0.0,0.1,25.1
