" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Norway,2011,44,72797,37268,35529,1.5,1.5,1.4,104.9
"Custom Region",Norway,2011,45,72329,37223,35106,1.5,1.5,1.4,106.0
"Custom Region",Norway,2011,46,71251,36681,34570,1.4,1.5,1.4,106.1
"Custom Region",Norway,2011,47,69478,35602,33876,1.4,1.4,1.4,105.1
"Custom Region",Norway,2011,48,67258,34390,32868,1.4,1.4,1.3,104.6
"Custom Region",Norway,2011,49,66084,33847,32237,1.3,1.4,1.3,105.0
"Custom Region",Norway,2011,50,65176,33268,31908,1.3,1.3,1.3,104.3
"Custom Region",Norway,2011,51,64956,33195,31761,1.3,1.3,1.3,104.5
"Custom Region",Norway,2011,52,64703,33013,31690,1.3,1.3,1.3,104.2
"Custom Region",Norway,2011,53,63874,32482,31392,1.3,1.3,1.3,103.5
"Custom Region",Norway,2011,54,63512,32171,31341,1.3,1.3,1.3,102.6
"Custom Region",Norway,2011,55,63200,32020,31180,1.3,1.3,1.3,102.7
"Custom Region",Norway,2011,56,61719,31238,30481,1.2,1.3,1.2,102.5
"Custom Region",Norway,2011,57,60740,30632,30108,1.2,1.2,1.2,101.7
"Custom Region",Norway,2011,58,59920,30293,29627,1.2,1.2,1.2,102.2
"Custom Region",Norway,2011,59,58057,29540,28517,1.2,1.2,1.2,103.6
"Custom Region",Norway,2011,60,57124,29075,28049,1.2,1.2,1.1,103.7
"Custom Region",Norway,2011,61,57559,29144,28415,1.2,1.2,1.1,102.6
"Custom Region",Norway,2011,62,57942,29392,28550,1.2,1.2,1.2,102.9
"Custom Region",Norway,2011,63,58736,29648,29088,1.2,1.2,1.2,101.9
"Custom Region",Norway,2011,64,60083,30181,29902,1.2,1.2,1.2,100.9
"Custom Region",Norway,2011,65,57515,28758,28757,1.2,1.2,1.2,100.0
"Custom Region",Norway,2011,66,52870,26408,26462,1.1,1.1,1.1,99.8
"Custom Region",Norway,2011,67,48441,24084,24357,1.0,1.0,1.0,98.9
"Custom Region",Norway,2011,68,43289,21314,21975,0.9,0.9,0.9,97.0
"Custom Region",Norway,2011,69,38415,18687,19728,0.8,0.8,0.8,94.7
"Custom Region",Norway,2011,70,35964,17401,18563,0.7,0.7,0.8,93.7
"Custom Region",Norway,2011,71,35527,17030,18497,0.7,0.7,0.7,92.1
"Custom Region",Norway,2011,72,33664,15902,17762,0.7,0.6,0.7,89.5
"Custom Region",Norway,2011,73,31633,14771,16862,0.6,0.6,0.7,87.6
"Custom Region",Norway,2011,74,29698,13742,15956,0.6,0.6,0.6,86.1
"Custom Region",Norway,2011,75,27996,12769,15227,0.6,0.5,0.6,83.9
"Custom Region",Norway,2011,76,26630,11945,14685,0.5,0.5,0.6,81.3
"Custom Region",Norway,2011,77,25779,11582,14197,0.5,0.5,0.6,81.6
"Custom Region",Norway,2011,78,25688,11308,14380,0.5,0.5,0.6,78.6
"Custom Region",Norway,2011,79,25525,11070,14455,0.5,0.4,0.6,76.6
"Custom Region",Norway,2011,80,24522,10416,14106,0.5,0.4,0.6,73.8
"Custom Region",Norway,2011,81,23267,9748,13519,0.5,0.4,0.5,72.1
"Custom Region",Norway,2011,82,21580,8752,12828,0.4,0.4,0.5,68.2
"Custom Region",Norway,2011,83,20233,7915,12318,0.4,0.3,0.5,64.3
"Custom Region",Norway,2011,84,18952,7209,11743,0.4,0.3,0.5,61.4
"Custom Region",Norway,2011,85-89,73348,25132,48216,1.5,1.0,1.9,52.1
"Custom Region",Norway,2011,90-94,32546,9026,23520,0.7,0.4,1.0,38.4
"Custom Region",Norway,2011,95-99,7419,1634,5785,0.1,0.1,0.2,28.2
"Custom Region",Norway,2011,100+,902,153,749,0.0,0.0,0.0,20.4
