" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",India,1991,Total,853724391,440668382,413056009,100.0,100.0,100.0,106.7
"Custom Region",India,1991,0,23401293,12225742,11175551,2.7,2.8,2.7,109.4
"Custom Region",India,1991,1,22416643,11680414,10736229,2.6,2.7,2.6,108.8
"Custom Region",India,1991,2,21963646,11443517,10520129,2.6,2.6,2.5,108.8
"Custom Region",India,1991,3,21650265,11278064,10372201,2.5,2.6,2.5,108.7
"Custom Region",India,1991,4,21368595,11129033,10239562,2.5,2.5,2.5,108.7
"Custom Region",India,1991,5,21100602,10982819,10117783,2.5,2.5,2.4,108.5
"Custom Region",India,1991,6,20845120,10838316,10006804,2.4,2.5,2.4,108.3
"Custom Region",India,1991,7,20598161,10698333,9899828,2.4,2.4,2.4,108.1
"Custom Region",India,1991,8,20355992,10561169,9794823,2.4,2.4,2.4,107.8
"Custom Region",India,1991,9,20116140,10425669,9690471,2.4,2.4,2.3,107.6
"Custom Region",India,1991,10,19877167,10291151,9586016,2.3,2.3,2.3,107.4
"Custom Region",India,1991,11,19638160,10157165,9480995,2.3,2.3,2.3,107.1
"Custom Region",India,1991,12,19398915,10023594,9375321,2.3,2.3,2.3,106.9
"Custom Region",India,1991,13,19159253,9890317,9268936,2.2,2.2,2.2,106.7
"Custom Region",India,1991,14,18918520,9756912,9161608,2.2,2.2,2.2,106.5
"Custom Region",India,1991,15,18675939,9622827,9053112,2.2,2.2,2.2,106.3
"Custom Region",India,1991,16,18431008,9487783,8943225,2.2,2.2,2.2,106.1
"Custom Region",India,1991,17,18183813,9351845,8831968,2.1,2.1,2.1,105.9
"Custom Region",India,1991,18,17934802,9215164,8719638,2.1,2.1,2.1,105.7
"Custom Region",India,1991,19,17691498,9081360,8610138,2.1,2.1,2.1,105.5
"Custom Region",India,1991,20,17306494,8881423,8425071,2.0,2.0,2.0,105.4
"Custom Region",India,1991,21,16785422,8618019,8167403,2.0,2.0,2.0,105.5
"Custom Region",India,1991,22,16281926,8363244,7918682,1.9,1.9,1.9,105.6
"Custom Region",India,1991,23,15791833,8115320,7676513,1.8,1.8,1.9,105.7
"Custom Region",India,1991,24,15315955,7874918,7441037,1.8,1.8,1.8,105.8
"Custom Region",India,1991,25,14853605,7641646,7211959,1.7,1.7,1.7,106.0
"Custom Region",India,1991,26,14404374,7415266,6989108,1.7,1.7,1.7,106.1
"Custom Region",India,1991,27,13967567,7195517,6772050,1.6,1.6,1.6,106.3
"Custom Region",India,1991,28,13541677,6981491,6560186,1.6,1.6,1.6,106.4
"Custom Region",India,1991,29,13126041,6772731,6353310,1.5,1.5,1.5,106.6
"Custom Region",India,1991,30,12720709,6569073,6151636,1.5,1.5,1.5,106.8
"Custom Region",India,1991,31,12325485,6370410,5955075,1.4,1.4,1.4,107.0
"Custom Region",India,1991,32,11939665,6176468,5763197,1.4,1.4,1.4,107.2
"Custom Region",India,1991,33,11563007,5987070,5575937,1.4,1.4,1.3,107.4
"Custom Region",India,1991,34,11195247,5802039,5393208,1.3,1.3,1.3,107.6
"Custom Region",India,1991,35,10836463,5621444,5215019,1.3,1.3,1.3,107.8
"Custom Region",India,1991,36,10486419,5445121,5041298,1.2,1.2,1.2,108.0
"Custom Region",India,1991,37,10144527,5272687,4871840,1.2,1.2,1.2,108.2
"Custom Region",India,1991,38,9810612,5103997,4706615,1.1,1.2,1.1,108.4
"Custom Region",India,1991,39,9483727,4938514,4545213,1.1,1.1,1.1,108.7
"Custom Region",India,1991,40,9174537,4781554,4392983,1.1,1.1,1.1,108.8
"Custom Region",India,1991,41,8867228,4624254,4242974,1.0,1.0,1.0,109.0
"Custom Region",India,1991,42,8605021,4488488,4116533,1.0,1.0,1.0,109.0
"Custom Region",India,1991,43,8345250,4353217,3992033,1.0,1.0,1.0,109.0
"Custom Region",India,1991,44,8092081,4220735,3871346,0.9,1.0,0.9,109.0
"Custom Region",India,1991,45,7844517,4090640,3753877,0.9,0.9,0.9,109.0
"Custom Region",India,1991,46,7601323,3962371,3638952,0.9,0.9,0.9,108.9
"Custom Region",India,1991,47,7361600,3835507,3526093,0.9,0.9,0.9,108.8
"Custom Region",India,1991,48,7124646,3709760,3414886,0.8,0.8,0.8,108.6
"Custom Region",India,1991,49,6889870,3584898,3304972,0.8,0.8,0.8,108.5
"Custom Region",India,1991,50,6656820,3460738,3196082,0.8,0.8,0.8,108.3
"Custom Region",India,1991,51,6425383,3337261,3088122,0.8,0.8,0.7,108.1
"Custom Region",India,1991,52,6195557,3214440,2981117,0.7,0.7,0.7,107.8
"Custom Region",India,1991,53,5967531,3092343,2875188,0.7,0.7,0.7,107.6
"Custom Region",India,1991,54,5741591,2971090,2770501,0.7,0.7,0.7,107.2
"Custom Region",India,1991,55,5517882,2850735,2667147,0.6,0.6,0.6,106.9
"Custom Region",India,1991,56,5296370,2731299,2565071,0.6,0.6,0.6,106.5
"Custom Region",India,1991,57,5076772,2612702,2464070,0.6,0.6,0.6,106.0
"Custom Region",India,1991,58,4858597,2494802,2363795,0.6,0.6,0.6,105.5
"Custom Region",India,1991,59,4641354,2377452,2263902,0.5,0.5,0.5,105.0
"Custom Region",India,1991,60,4424831,2260627,2164204,0.5,0.5,0.5,104.5
"Custom Region",India,1991,61,4209156,2144315,2064841,0.5,0.5,0.5,103.8
"Custom Region",India,1991,62,3994552,2028690,1965862,0.5,0.5,0.5,103.2
"Custom Region",India,1991,63,3781334,1914064,1867270,0.4,0.4,0.5,102.5
"Custom Region",India,1991,64,3570074,1800733,1769341,0.4,0.4,0.4,101.8
"Custom Region",India,1991,65,3361280,1688969,1672311,0.4,0.4,0.4,101.0
"Custom Region",India,1991,66,3155464,1579167,1576297,0.4,0.4,0.4,100.2
"Custom Region",India,1991,67,2952512,1471335,1481177,0.3,0.3,0.4,99.3
"Custom Region",India,1991,68,2752135,1365346,1386789,0.3,0.3,0.3,98.5
"Custom Region",India,1991,69,2554349,1261318,1293031,0.3,0.3,0.3,97.5
"Custom Region",India,1991,70,2359542,1159515,1200027,0.3,0.3,0.3,96.6
"Custom Region",India,1991,71,2167988,1060143,1107845,0.3,0.2,0.3,95.7
"Custom Region",India,1991,72,1980322,963506,1016816,0.2,0.2,0.2,94.8
"Custom Region",India,1991,73,1797609,870050,927559,0.2,0.2,0.2,93.8
"Custom Region",India,1991,74,1620695,780138,840557,0.2,0.2,0.2,92.8
"Custom Region",India,1991,75,1450463,694159,756304,0.2,0.2,0.2,91.8
"Custom Region",India,1991,76,1287580,612402,675178,0.2,0.1,0.2,90.7
"Custom Region",India,1991,77,1132670,535145,597525,0.1,0.1,0.1,89.6
"Custom Region",India,1991,78,986419,462727,523692,0.1,0.1,0.1,88.4
"Custom Region",India,1991,79,849363,395399,453964,0.1,0.1,0.1,87.1
"Custom Region",India,1991,80,720724,332679,388045,0.1,0.1,0.1,85.7
"Custom Region",India,1991,81,601764,275153,326611,0.1,0.1,0.1,84.2
"Custom Region",India,1991,82,494895,224023,270872,0.1,0.1,0.1,82.7
"Custom Region",India,1991,83,400449,179348,221101,0.0,0.0,0.1,81.1
"Custom Region",India,1991,84,318419,141014,177405,0.0,0.0,0.0,79.5
"Custom Region",India,1991,85-89,760321,326809,433512,0.1,0.1,0.1,75.4
"Custom Region",India,1991,90-94,135840,54693,81147,0.0,0.0,0.0,67.4
"Custom Region",India,1991,95-99,12818,4822,7996,0.0,0.0,0.0,60.3
"Custom Region",India,1991,100+,606,215,391,0.0,0.0,0.0,55.0
