" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",India,2010,73,3319965,1582192,1737773,0.3,0.3,0.3,91.0
"Custom Region",India,2010,74,3029838,1434096,1595742,0.3,0.2,0.3,89.9
"Custom Region",India,2010,75,2746969,1290881,1456088,0.2,0.2,0.3,88.7
"Custom Region",India,2010,76,2472494,1153093,1319401,0.2,0.2,0.2,87.4
"Custom Region",India,2010,77,2207418,1021195,1186223,0.2,0.2,0.2,86.1
"Custom Region",India,2010,78,1952849,895667,1057182,0.2,0.1,0.2,84.7
"Custom Region",India,2010,79,1710003,777035,932968,0.1,0.1,0.2,83.3
"Custom Region",India,2010,80,1478693,664973,813720,0.1,0.1,0.1,81.7
"Custom Region",India,2010,81,1261170,560593,700577,0.1,0.1,0.1,80.0
"Custom Region",India,2010,82,1061169,465841,595328,0.1,0.1,0.1,78.2
"Custom Region",India,2010,83,879900,381139,498761,0.1,0.1,0.1,76.4
"Custom Region",India,2010,84,718148,306667,411481,0.1,0.1,0.1,74.5
"Custom Region",India,2010,85-89,1843160,756302,1086858,0.2,0.1,0.2,69.6
"Custom Region",India,2010,90-94,385385,144418,240967,0.0,0.0,0.0,59.9
"Custom Region",India,2010,95-99,42635,14453,28182,0.0,0.0,0.0,51.3
"Custom Region",India,2010,100+,2282,707,1575,0.0,0.0,0.0,44.9
