" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",China,2011,31,18620904,9555682,9065222,1.4,1.4,1.4,105.4
"Custom Region",China,2011,32,18686750,9562177,9124573,1.4,1.4,1.4,104.8
"Custom Region",China,2011,33,18230434,9309372,8921062,1.4,1.3,1.4,104.4
"Custom Region",China,2011,34,18701628,9551262,9150366,1.4,1.4,1.4,104.4
"Custom Region",China,2011,35,19749485,10073659,9675826,1.5,1.5,1.5,104.1
"Custom Region",China,2011,36,20886718,10632906,10253812,1.6,1.5,1.6,103.7
"Custom Region",China,2011,37,22667780,11516314,11151466,1.7,1.7,1.7,103.3
"Custom Region",China,2011,38,23696950,12051945,11645005,1.8,1.7,1.8,103.5
"Custom Region",China,2011,39,23872868,12259080,11613788,1.8,1.8,1.8,105.6
"Custom Region",China,2011,40,25454547,13131149,12323398,1.9,1.9,1.9,106.6
"Custom Region",China,2011,41,25500665,13003783,12496882,1.9,1.9,1.9,104.1
"Custom Region",China,2011,42,26532963,13563227,12969736,2.0,2.0,2.0,104.6
"Custom Region",China,2011,43,23924374,12296031,11628343,1.8,1.8,1.8,105.7
"Custom Region",China,2011,44,22167276,11357259,10810017,1.7,1.6,1.7,105.1
"Custom Region",China,2011,45,24259486,12367852,11891634,1.8,1.8,1.8,104.0
"Custom Region",China,2011,46,23571568,12005984,11565584,1.8,1.7,1.8,103.8
"Custom Region",China,2011,47,24260062,12319651,11940411,1.8,1.8,1.8,103.2
"Custom Region",China,2011,48,25859376,13230183,12629193,1.9,1.9,1.9,104.8
"Custom Region",China,2011,49,15191397,7687972,7503425,1.1,1.1,1.2,102.5
"Custom Region",China,2011,50,10938269,5501764,5436505,0.8,0.8,0.8,101.2
"Custom Region",China,2011,51,13677375,7035942,6641433,1.0,1.0,1.0,105.9
"Custom Region",China,2011,52,13554574,7009685,6544889,1.0,1.0,1.0,107.1
"Custom Region",China,2011,53,17899099,9265237,8633862,1.3,1.3,1.3,107.3
"Custom Region",China,2011,54,17158153,8775265,8382888,1.3,1.3,1.3,104.7
"Custom Region",China,2011,55,16420759,8347720,8073039,1.2,1.2,1.2,103.4
"Custom Region",China,2011,56,17938044,9147506,8790538,1.3,1.3,1.3,104.1
"Custom Region",China,2011,57,16862500,8534962,8327538,1.3,1.2,1.3,102.5
"Custom Region",China,2011,58,15737794,7944082,7793712,1.2,1.1,1.2,101.9
"Custom Region",China,2011,59,15305653,7721098,7584555,1.1,1.1,1.2,101.8
"Custom Region",China,2011,60,13053916,6575558,6478358,1.0,1.0,1.0,101.5
"Custom Region",China,2011,61,13634709,6973340,6661369,1.0,1.0,1.0,104.7
"Custom Region",China,2011,62,11429950,5820409,5609541,0.9,0.8,0.9,103.8
"Custom Region",China,2011,63,10746424,5471845,5274579,0.8,0.8,0.8,103.7
"Custom Region",China,2011,64,10218457,5190778,5027679,0.8,0.8,0.8,103.2
"Custom Region",China,2011,65,9271168,4658804,4612364,0.7,0.7,0.7,101.0
"Custom Region",China,2011,66,8655772,4368197,4287575,0.6,0.6,0.7,101.9
"Custom Region",China,2011,67,8071315,4089081,3982234,0.6,0.6,0.6,102.7
"Custom Region",China,2011,68,7495943,3783395,3712548,0.6,0.5,0.6,101.9
"Custom Region",China,2011,69,7490940,3753988,3736952,0.6,0.5,0.6,100.5
"Custom Region",China,2011,70,7199793,3608048,3591745,0.5,0.5,0.6,100.5
"Custom Region",China,2011,71,6763365,3358663,3404702,0.5,0.5,0.5,98.6
"Custom Region",China,2011,72,6320723,3135836,3184887,0.5,0.5,0.5,98.5
"Custom Region",China,2011,73,6283060,3112992,3170068,0.5,0.5,0.5,98.2
"Custom Region",China,2011,74,5942538,2898601,3043937,0.4,0.4,0.5,95.2
"Custom Region",China,2011,75,5679658,2721145,2958513,0.4,0.4,0.5,92.0
"Custom Region",China,2011,76,5225252,2464422,2760830,0.4,0.4,0.4,89.3
"Custom Region",China,2011,77,4929923,2326859,2603064,0.4,0.3,0.4,89.4
"Custom Region",China,2011,78,4530540,2120061,2410479,0.3,0.3,0.4,88.0
"Custom Region",China,2011,79,3844482,1774761,2069721,0.3,0.3,0.3,85.7
"Custom Region",China,2011,80,3454611,1583667,1870944,0.3,0.2,0.3,84.6
"Custom Region",China,2011,81,3207640,1436374,1771266,0.2,0.2,0.3,81.1
"Custom Region",China,2011,82,2627175,1147724,1479451,0.2,0.2,0.2,77.6
"Custom Region",China,2011,83,2392332,1031550,1360782,0.2,0.1,0.2,75.8
"Custom Region",China,2011,84,1879256,795911,1083345,0.1,0.1,0.2,73.5
"Custom Region",China,2011,85-89,5537573,2158797,3378776,0.4,0.3,0.5,63.9
"Custom Region",China,2011,90-94,1350825,444709,906116,0.1,0.1,0.1,49.1
"Custom Region",China,2011,95-99,175131,47265,127866,0.0,0.0,0.0,37.0
"Custom Region",China,2011,100+,11005,2344,8661,0.0,0.0,0.0,27.1
