" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",China,2014,29,19453980,10014570,9439410,1.4,1.4,1.4,106.1
"Custom Region",China,2014,30,19490618,9962525,9528093,1.4,1.4,1.4,104.6
"Custom Region",China,2014,31,19989005,10165674,9823331,1.5,1.5,1.5,103.5
"Custom Region",China,2014,32,23663313,12155917,11507396,1.7,1.7,1.7,105.6
"Custom Region",China,2014,33,17818109,9179575,8638534,1.3,1.3,1.3,106.3
"Custom Region",China,2014,34,18528292,9494479,9033813,1.4,1.4,1.4,105.1
"Custom Region",China,2014,35,18592032,9499924,9092108,1.4,1.4,1.4,104.5
"Custom Region",China,2014,36,18136370,9247965,8888405,1.3,1.3,1.3,104.0
"Custom Region",China,2014,37,18604205,9488045,9116160,1.4,1.4,1.4,104.1
"Custom Region",China,2014,38,19644398,10005826,9638572,1.4,1.4,1.5,103.8
"Custom Region",China,2014,39,20771437,10558641,10212796,1.5,1.5,1.5,103.4
"Custom Region",China,2014,40,22540248,11433985,11106263,1.7,1.6,1.7,103.0
"Custom Region",China,2014,41,23560961,11963604,11597357,1.7,1.7,1.8,103.2
"Custom Region",China,2014,42,23730786,12165712,11565074,1.7,1.7,1.7,105.2
"Custom Region",China,2014,43,25294861,13025562,12269299,1.9,1.9,1.9,106.2
"Custom Region",China,2014,44,25328447,12890836,12437611,1.9,1.8,1.9,103.6
"Custom Region",China,2014,45,26339413,13436604,12902809,1.9,1.9,2.0,104.1
"Custom Region",China,2014,46,23734110,12171943,11562167,1.7,1.7,1.7,105.3
"Custom Region",China,2014,47,21975375,11233355,10742020,1.6,1.6,1.6,104.6
"Custom Region",China,2014,48,24031042,12221984,11809058,1.8,1.7,1.8,103.5
"Custom Region",China,2014,49,23329443,11852436,11477007,1.7,1.7,1.7,103.3
"Custom Region",China,2014,50,23990882,12150159,11840723,1.8,1.7,1.8,102.6
"Custom Region",China,2014,51,25550277,13035250,12515027,1.9,1.9,1.9,104.2
"Custom Region",China,2014,52,14995360,7565727,7429633,1.1,1.1,1.1,101.8
"Custom Region",China,2014,53,10785420,5407115,5378305,0.8,0.8,0.8,100.5
"Custom Region",China,2014,54,13469201,6904953,6564248,1.0,1.0,1.0,105.2
"Custom Region",China,2014,55,13329456,6867415,6462041,1.0,1.0,1.0,106.3
"Custom Region",China,2014,56,17574973,9060006,8514967,1.3,1.3,1.3,106.4
"Custom Region",China,2014,57,16818985,8562189,8256796,1.2,1.2,1.2,103.7
"Custom Region",China,2014,58,16064932,8125020,7939912,1.2,1.2,1.2,102.3
"Custom Region",China,2014,59,17509623,8878745,8630878,1.3,1.3,1.3,102.9
"Custom Region",China,2014,60,16418037,8258078,8159959,1.2,1.2,1.2,101.2
"Custom Region",China,2014,61,15278419,7659080,7619339,1.1,1.1,1.2,100.5
"Custom Region",China,2014,62,14810548,7414778,7395770,1.1,1.1,1.1,100.3
"Custom Region",China,2014,63,12586703,6287554,6299149,0.9,0.9,1.0,99.8
"Custom Region",China,2014,64,13094580,6637339,6457241,1.0,0.9,1.0,102.8
"Custom Region",China,2014,65,10932225,5512727,5419498,0.8,0.8,0.8,101.7
"Custom Region",China,2014,66,10232377,5155080,5077297,0.8,0.7,0.8,101.5
"Custom Region",China,2014,67,9681653,4861577,4820076,0.7,0.7,0.7,100.9
"Custom Region",China,2014,68,8736410,4334381,4402029,0.6,0.6,0.7,98.5
"Custom Region",China,2014,69,8104874,4033199,4071675,0.6,0.6,0.6,99.1
"Custom Region",China,2014,70,7503827,3742881,3760946,0.6,0.5,0.6,99.5
"Custom Region",China,2014,71,6914396,3429434,3484962,0.5,0.5,0.5,98.4
"Custom Region",China,2014,72,6850152,3366187,3483965,0.5,0.5,0.5,96.6
"Custom Region",China,2014,73,6519466,3197282,3322184,0.5,0.5,0.5,96.2
"Custom Region",China,2014,74,6058281,2938379,3119902,0.4,0.4,0.5,94.2
"Custom Region",China,2014,75,5592336,2705698,2886638,0.4,0.4,0.4,93.7
"Custom Region",China,2014,76,5483166,2645901,2837265,0.4,0.4,0.4,93.3
"Custom Region",China,2014,77,5109748,2423403,2686345,0.4,0.3,0.4,90.2
"Custom Region",China,2014,78,4805334,2234017,2571317,0.4,0.3,0.4,86.9
"Custom Region",China,2014,79,4343498,1982905,2360593,0.3,0.3,0.4,84.0
"Custom Region",China,2014,80,4012186,1827897,2184289,0.3,0.3,0.3,83.7
"Custom Region",China,2014,81,3598096,1619297,1978799,0.3,0.2,0.3,81.8
"Custom Region",China,2014,82,2971977,1314277,1657700,0.2,0.2,0.3,79.3
"Custom Region",China,2014,83,2593959,1134996,1458963,0.2,0.2,0.2,77.8
"Custom Region",China,2014,84,2336358,994372,1341986,0.2,0.1,0.2,74.1
"Custom Region",China,2014,85-89,6439150,2558424,3880726,0.5,0.4,0.6,65.9
"Custom Region",China,2014,90-94,1693133,569906,1123227,0.1,0.1,0.2,50.7
"Custom Region",China,2014,95-99,219461,60394,159067,0.0,0.0,0.0,38.0
"Custom Region",China,2014,100+,14806,3345,11461,0.0,0.0,0.0,29.2
