" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Canada,2014,Total,34834841,17282694,17552147,100.0,100.0,100.0,98.5
"Custom Region",Canada,2014,0,356577,183035,173542,1.0,1.1,1.0,105.5
"Custom Region",Canada,2014,1,356039,182599,173440,1.0,1.1,1.0,105.3
"Custom Region",Canada,2014,2,355457,182141,173316,1.0,1.1,1.0,105.1
"Custom Region",Canada,2014,3,354887,181689,173198,1.0,1.1,1.0,104.9
"Custom Region",Canada,2014,4,354464,181318,173146,1.0,1.0,1.0,104.7
"Custom Region",Canada,2014,5,354494,181303,173191,1.0,1.0,1.0,104.7
"Custom Region",Canada,2014,6,355119,181719,173400,1.0,1.1,1.0,104.8
"Custom Region",Canada,2014,7,356042,182288,173754,1.0,1.1,1.0,104.9
"Custom Region",Canada,2014,8,357620,183193,174427,1.0,1.1,1.0,105.0
"Custom Region",Canada,2014,9,359941,184499,175442,1.0,1.1,1.0,105.2
"Custom Region",Canada,2014,10,362204,185563,176641,1.0,1.1,1.0,105.1
"Custom Region",Canada,2014,11,361921,185573,176348,1.0,1.1,1.0,105.2
"Custom Region",Canada,2014,12,365053,187464,177589,1.0,1.1,1.0,105.6
"Custom Region",Canada,2014,13,368612,189466,179146,1.1,1.1,1.0,105.8
"Custom Region",Canada,2014,14,374674,192841,181833,1.1,1.1,1.0,106.1
"Custom Region",Canada,2014,15,386284,198808,187476,1.1,1.2,1.1,106.0
"Custom Region",Canada,2014,16,385514,198345,187169,1.1,1.1,1.1,106.0
"Custom Region",Canada,2014,17,406359,208885,197474,1.2,1.2,1.1,105.8
"Custom Region",Canada,2014,18,435929,223833,212096,1.3,1.3,1.2,105.5
"Custom Region",Canada,2014,19,445245,228806,216439,1.3,1.3,1.2,105.7
"Custom Region",Canada,2014,20,453840,233544,220296,1.3,1.4,1.3,106.0
"Custom Region",Canada,2014,21,462806,237845,224961,1.3,1.4,1.3,105.7
"Custom Region",Canada,2014,22,476991,244966,232025,1.4,1.4,1.3,105.6
"Custom Region",Canada,2014,23,477299,245710,231589,1.4,1.4,1.3,106.1
"Custom Region",Canada,2014,24,479028,246468,232560,1.4,1.4,1.3,106.0
"Custom Region",Canada,2014,25,463209,238344,224865,1.3,1.4,1.3,106.0
"Custom Region",Canada,2014,26,455005,233572,221433,1.3,1.4,1.3,105.5
"Custom Region",Canada,2014,27,460990,236198,224792,1.3,1.4,1.3,105.1
"Custom Region",Canada,2014,28,470169,240408,229761,1.3,1.4,1.3,104.6
"Custom Region",Canada,2014,29,472376,241249,231127,1.4,1.4,1.3,104.4
"Custom Region",Canada,2014,30,469751,239594,230157,1.3,1.4,1.3,104.1
"Custom Region",Canada,2014,31,466771,238078,228693,1.3,1.4,1.3,104.1
"Custom Region",Canada,2014,32,466778,238215,228563,1.3,1.4,1.3,104.2
"Custom Region",Canada,2014,33,465956,237535,228421,1.3,1.4,1.3,104.0
"Custom Region",Canada,2014,34,461379,235961,225418,1.3,1.4,1.3,104.7
"Custom Region",Canada,2014,35,451687,230969,220718,1.3,1.3,1.3,104.6
"Custom Region",Canada,2014,36,445598,227633,217965,1.3,1.3,1.2,104.4
"Custom Region",Canada,2014,37,446668,227226,219442,1.3,1.3,1.3,103.5
"Custom Region",Canada,2014,38,449340,228755,220585,1.3,1.3,1.3,103.7
"Custom Region",Canada,2014,39,447766,227859,219907,1.3,1.3,1.3,103.6
"Custom Region",Canada,2014,40,434795,220459,214336,1.2,1.3,1.2,102.9
"Custom Region",Canada,2014,41,437495,221885,215610,1.3,1.3,1.2,102.9
"Custom Region",Canada,2014,42,444193,224910,219283,1.3,1.3,1.2,102.6
"Custom Region",Canada,2014,43,462057,232522,229535,1.3,1.3,1.3,101.3
"Custom Region",Canada,2014,44,464872,233747,231125,1.3,1.4,1.3,101.1
"Custom Region",Canada,2014,45,461716,231089,230627,1.3,1.3,1.3,100.2
"Custom Region",Canada,2014,46,463479,231567,231912,1.3,1.3,1.3,99.9
"Custom Region",Canada,2014,47,474331,236701,237630,1.4,1.4,1.4,99.6
"Custom Region",Canada,2014,48,498176,249364,248812,1.4,1.4,1.4,100.2
"Custom Region",Canada,2014,49,532290,267205,265085,1.5,1.5,1.5,100.8
"Custom Region",Canada,2014,50,546292,275114,271178,1.6,1.6,1.5,101.5
"Custom Region",Canada,2014,51,552124,277890,274234,1.6,1.6,1.6,101.3
"Custom Region",Canada,2014,52,544311,274115,270196,1.6,1.6,1.5,101.5
"Custom Region",Canada,2014,53,547960,275564,272396,1.6,1.6,1.6,101.2
"Custom Region",Canada,2014,54,539087,270381,268706,1.5,1.6,1.5,100.6
"Custom Region",Canada,2014,55,527030,263730,263300,1.5,1.5,1.5,100.2
"Custom Region",Canada,2014,56,521086,260542,260544,1.5,1.5,1.5,100.0
"Custom Region",Canada,2014,57,509905,253555,256350,1.5,1.5,1.5,98.9
"Custom Region",Canada,2014,58,489661,242922,246739,1.4,1.4,1.4,98.5
"Custom Region",Canada,2014,59,484941,239712,245229,1.4,1.4,1.4,97.8
"Custom Region",Canada,2014,60,467609,230145,237464,1.3,1.3,1.4,96.9
"Custom Region",Canada,2014,61,447679,219837,227842,1.3,1.3,1.3,96.5
"Custom Region",Canada,2014,62,432842,213383,219459,1.2,1.2,1.3,97.2
"Custom Region",Canada,2014,63,423597,208740,214857,1.2,1.2,1.2,97.2
"Custom Region",Canada,2014,64,412555,203636,208919,1.2,1.2,1.2,97.5
"Custom Region",Canada,2014,65,404057,198430,205627,1.2,1.1,1.2,96.5
"Custom Region",Canada,2014,66,400130,196663,203467,1.1,1.1,1.2,96.7
"Custom Region",Canada,2014,67,398147,194659,203488,1.1,1.1,1.2,95.7
"Custom Region",Canada,2014,68,346303,168696,177607,1.0,1.0,1.0,95.0
"Custom Region",Canada,2014,69,321803,155789,166014,0.9,0.9,0.9,93.8
"Custom Region",Canada,2014,70,309717,148357,161360,0.9,0.9,0.9,91.9
"Custom Region",Canada,2014,71,297357,141166,156191,0.9,0.8,0.9,90.4
"Custom Region",Canada,2014,72,275076,129002,146074,0.8,0.7,0.8,88.3
"Custom Region",Canada,2014,73,261796,121166,140630,0.8,0.7,0.8,86.2
"Custom Region",Canada,2014,74,244469,112083,132386,0.7,0.6,0.8,84.7
"Custom Region",Canada,2014,75,232998,105722,127276,0.7,0.6,0.7,83.1
"Custom Region",Canada,2014,76,218345,98337,120008,0.6,0.6,0.7,81.9
"Custom Region",Canada,2014,77,205648,91386,114262,0.6,0.5,0.7,80.0
"Custom Region",Canada,2014,78,199455,87604,111851,0.6,0.5,0.6,78.3
"Custom Region",Canada,2014,79,188310,81503,106807,0.5,0.5,0.6,76.3
"Custom Region",Canada,2014,80,177011,75782,101229,0.5,0.4,0.6,74.9
"Custom Region",Canada,2014,81,172017,72461,99556,0.5,0.4,0.6,72.8
"Custom Region",Canada,2014,82,164148,68229,95919,0.5,0.4,0.5,71.1
"Custom Region",Canada,2014,83,154626,62728,91898,0.4,0.4,0.5,68.3
"Custom Region",Canada,2014,84,143059,56843,86216,0.4,0.3,0.5,65.9
"Custom Region",Canada,2014,85-89,533845,194801,339044,1.5,1.1,1.9,57.5
"Custom Region",Canada,2014,90-94,257210,80361,176849,0.7,0.5,1.0,45.4
"Custom Region",Canada,2014,95-99,90470,24077,66393,0.3,0.1,0.4,36.3
"Custom Region",Canada,2014,100+,22919,4637,18282,0.1,0.0,0.1,25.4
