" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Canada,2010,73,225908,104410,121498,0.7,0.6,0.7,85.9
"Custom Region",Canada,2010,74,224169,102428,121741,0.7,0.6,0.7,84.1
"Custom Region",Canada,2010,75,215567,97314,118253,0.6,0.6,0.7,82.3
"Custom Region",Canada,2010,76,205298,91969,113329,0.6,0.5,0.7,81.2
"Custom Region",Canada,2010,77,202150,89292,112858,0.6,0.5,0.7,79.1
"Custom Region",Canada,2010,78,195774,85492,110282,0.6,0.5,0.6,77.5
"Custom Region",Canada,2010,79,187389,80024,107365,0.6,0.5,0.6,74.5
"Custom Region",Canada,2010,80,176704,74143,102561,0.5,0.4,0.6,72.3
"Custom Region",Canada,2010,81,163536,66969,96567,0.5,0.4,0.6,69.3
"Custom Region",Canada,2010,82,155511,62225,93286,0.5,0.4,0.5,66.7
"Custom Region",Canada,2010,83,144763,56440,88323,0.4,0.3,0.5,63.9
"Custom Region",Canada,2010,84,127962,48171,79791,0.4,0.3,0.5,60.4
"Custom Region",Canada,2010,85-89,457723,161849,295874,1.4,1.0,1.7,54.7
"Custom Region",Canada,2010,90-94,217863,68302,149561,0.6,0.4,0.9,45.7
"Custom Region",Canada,2010,95-99,74836,19471,55365,0.2,0.1,0.3,35.2
"Custom Region",Canada,2010,100+,17076,3283,13793,0.1,0.0,0.1,23.8
