" Single Year Age Groups for Region Summary"
Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",UnitedStates,1991,Total,252980941,123416235,129564706,100.0,100.0,100.0,95.3
"Custom Region",UnitedStates,1991,0,4003780,2047816,1955964,1.6,1.7,1.5,104.7
"Custom Region",UnitedStates,1991,1,3953336,2022900,1930436,1.6,1.6,1.5,104.8
"Custom Region",UnitedStates,1991,2,3806523,1949199,1857324,1.5,1.6,1.4,104.9
"Custom Region",UnitedStates,1991,3,3722775,1904240,1818535,1.5,1.5,1.4,104.7
"Custom Region",UnitedStates,1991,4,3721632,1904219,1817413,1.5,1.5,1.4,104.8
"Custom Region",UnitedStates,1991,5,3707078,1898867,1808211,1.5,1.5,1.4,105.0
"Custom Region",UnitedStates,1991,6,3686288,1886380,1799908,1.5,1.5,1.4,104.8
"Custom Region",UnitedStates,1991,7,3583698,1833492,1750206,1.4,1.5,1.4,104.8
"Custom Region",UnitedStates,1991,8,3537332,1810361,1726971,1.4,1.5,1.3,104.8
"Custom Region",UnitedStates,1991,9,3766734,1929979,1836755,1.5,1.6,1.4,105.1
"Custom Region",UnitedStates,1991,10,3712645,1904113,1808532,1.5,1.5,1.4,105.3
"Custom Region",UnitedStates,1991,11,3678118,1883709,1794409,1.5,1.5,1.4,105.0
"Custom Region",UnitedStates,1991,12,3504884,1794310,1710574,1.4,1.5,1.3,104.9
"Custom Region",UnitedStates,1991,13,3432293,1756734,1675559,1.4,1.4,1.3,104.8
"Custom Region",UnitedStates,1991,14,3428015,1758173,1669842,1.4,1.4,1.3,105.3
"Custom Region",UnitedStates,1991,15,3311819,1700338,1611481,1.3,1.4,1.2,105.5
"Custom Region",UnitedStates,1991,16,3380269,1741786,1638483,1.3,1.4,1.3,106.3
"Custom Region",UnitedStates,1991,17,3370624,1738927,1631697,1.3,1.4,1.3,106.6
"Custom Region",UnitedStates,1991,18,3403441,1742227,1661214,1.3,1.4,1.3,104.9
"Custom Region",UnitedStates,1991,19,3804127,1939693,1864434,1.5,1.6,1.4,104.0
